property_id;activation_year;building_value;land_value;renovation_cost;property_type;land_area_m2;building_area_m2;condition;settlement_type;city;county;annual_cost;ksh_price_m2;baseline_value;ml_prediction;modifier;final_value;ksh_source_level;total_cost;package_ids;works
ID872;2024;3270337.470006348;99.37614459729068;0.0;Lakóház;1459.2390642196012;54.0;3;Város;Mezőhegyes;Békés vármegye;175507.57904436294;120000.0;6480000.0;2649574.0;0.791;5122965.0;city;11230532.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID873;2022;5082636.886898734;0.9808914778971004;0.0;Lakóház;102.85333862512805;74.0;3;Város;Tótkomlós;Békés vármegye;287657.9117816146;128000.0;9472000.0;4606201.0;1.374;13018317.0;city;15389989.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID874;2022;4089244.06559076;3.183861406141636;0.0;Lakóház;775.4201765790692;92.0;2;Város;Gyomaendrőd;Békés vármegye;355284.7765986638;171000.0;15732000.0;4258360.0;1.271;19989254.0;city;27288317.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID875;2022;1600982.5970285337;18.745060439582115;0.0;Lakóház;1555.8866657857527;43.0;3;Város;Gyomaendrőd;Békés vármegye;189269.3842260674;171000.0;7353000.0;1357825.0;0.405;2979057.0;city;8942831.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID876;2022;10581413.270607352;15.27899260213714;0.0;Lakóház;768.1656641630659;146.0;3;Város;Mezőkovácsháza;Békés vármegye;488410.9339885501;132000.0;19272000.0;8552711.0;2.552;49181396.0;city;30364032.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID877;2022;4693256.936554654;8.934946834273303;0.0;Lakóház;655.2658226886423;92.0;3;Város;Szeghalom;Békés vármegye;390733.3453779001;222000.0;20424000.0;3894308.0;1.162;23732385.0;city;19133500.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID878;2022;708885.0324771982;3.026412124488195;0.0;Lakóház;259.47016327797814;43.0;3;Város;Újkígyós;Békés vármegye;149674.35061753378;175000.0;7525000.0;1244711.0;0.371;2794765.0;city;8942831.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID879;2022;2164784.599383171;59.66965107922666;0.0;Lakóház;3037.4795281390566;122.0;3;Város;Szeghalom;Békés vármegye;358868.4779111466;222000.0;27084000.0;3354208.0;1.001;27106477.0;city;25372684.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID880;2022;4215376.095566863;0.1835920203107875;0.0;Lakóház;57.419194589838725;57.419194589838725;3;Város;Csorvás;Békés vármegye;284899.2697318516;150000.0;8612879.0;1980653.0;0.591;5090109.0;city;11941632.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID881;2022;9809191.928536518;18.465399034522783;0.0;Lakóház;780.6837056619669;131.0;3;Város;Szarvas;Békés vármegye;446663.5145157431;256000.0;33536000.0;7002720.0;2.089;70072614.0;city;27244440.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID882;2022;5331334.372264084;25646.90497421317;0.0;Lakóház;1592.365016423945;134.0;3;Város;Gyomaendrőd;Békés vármegye;456208.0904239292;171000.0;22914000.0;5636122.0;1.682;38534667.0;city;27868358.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID883;2022;5393592.035421856;15.823782815592182;0.0;Lakóház;1241.8830304927797;87.0;3;Város;Szeghalom;Békés vármegye;332376.8546466893;222000.0;19314000.0;4314537.0;1.287;24864325.0;city;18093635.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID884;2022;7815026.22712368;9.30467099988033;0.0;Lakóház;1620.9874917967095;146.0;3;Város;Mezőhegyes;Békés vármegye;527096.9793581348;120000.0;17520000.0;6765906.0;2.019;35369615.0;city;30364032.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID885;2022;4675060.779113465;49.91521012580246;0.0;Lakóház;2086.0949891964437;67.0;3;Város;Szeghalom;Békés vármegye;231195.6494415227;222000.0;14874000.0;3851040.0;1.149;17091339.0;city;13934179.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID886;2022;1355684.1070056986;8.435461832834036;0.0;Lakóház;746.1663308399321;74.0;3;Város;Csorvás;Békés vármegye;283847.39690746675;150000.0;11100000.0;1420945.0;0.424;4706200.0;city;15389989.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID887;2022;6094777.845079667;4.153990627102357;0.0;Lakóház;289.84629495893296;153.0;3;Város;Tótkomlós;Békés vármegye;616363.9641630213;128000.0;19584000.0;6072946.0;1.812;35487149.0;city;31819842.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID888;2022;6259385.888529709;2.879616400956169;0.0;Lakóház;560.1079612281438;83.0;3;Város;Csorvás;Békés vármegye;286399.6947008713;150000.0;12450000.0;5203759.0;1.553;19331110.0;city;17261744.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID889;2022;3353749.90039244;29.73760416475058;0.0;Lakóház;1806.332405172572;125.0;2;Város;Tótkomlós;Békés vármegye;436781.02325706615;128000.0;16000000.0;3952746.0;1.179;18870751.0;city;37076518.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID890;2022;3819023.144766108;5.656516313790462;0.0;Lakóház;862.0795989480761;120.0;3;Város;Tótkomlós;Békés vármegye;509063.2745789782;128000.0;15360000.0;3449511.0;1.029;15809533.0;city;24956739.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID891;2022;11900047.24175552;17.67345665817105;0.0;Lakóház;2137.3147310643367;147.0;3;Város;Szeghalom;Békés vármegye;512895.58748137846;222000.0;32634000.0;9793851.0;2.922;95366119.0;city;30572005.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID892;2022;2128482.378132027;6970.139925833888;0.0;Lakóház;562.238645000468;72.0;3;Város;Mezőhegyes;Békés vármegye;286080.23649619176;120000.0;8640000.0;2173516.0;0.649;5603339.0;city;14974043.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID893;2022;4605631.642620704;39.34996727262919;0.0;Lakóház;2181.260102630979;117.0;3;Város;Mezőhegyes;Békés vármegye;433780.2390317568;120000.0;14040000.0;4738981.0;1.414;19852829.0;city;24332820.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID894;2022;2764214.923701031;88.13606051805776;0.0;Lakóház;2278.2785663324275;49.0;2;Város;Szarvas;Békés vármegye;253397.37297762383;256000.0;12544000.0;2689145.0;0.802;10065157.0;city;14533995.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID895;2022;10396757.784728223;37.6647389672388;0.0;Lakóház;1442.9345133475254;143.0;2;Város;Mezőkovácsháza;Békés vármegye;601653.0779759438;132000.0;18876000.0;8406210.0;2.508;47345697.0;city;42415537.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID896;2022;2984371.5877890014;21.012498131301893;0.0;Lakóház;1999.6275293986648;72.0;3;Város;Csorvás;Békés vármegye;233703.87113196877;150000.0;10800000.0;2829077.0;0.844;9116725.0;city;14974043.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID897;2022;2849966.8258993025;10522.26743317638;0.0;Lakóház;735.7759395221574;166.0;3;Város;Csorvás;Békés vármegye;752503.5196567966;150000.0;24900000.0;3468100.0;1.035;25766846.0;city;34523488.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID898;2022;6928008.45388025;5.755918437157498;0.0;Lakóház;375.96583199256486;94.0;3;Város;Mezőkovácsháza;Békés vármegye;322344.27030083595;132000.0;12408000.0;5398763.0;1.611;19987862.0;city;19549445.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID899;2022;8632423.43588518;13.208740578068449;0.0;Lakóház;1454.1944953211655;120.0;1;Város;Újkígyós;Békés vármegye;542917.9637286016;175000.0;21000000.0;7023544.0;2.096;44009445.0;city;35593458.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID900;2022;10198219.29577975;4.868367040871555;0.0;Lakóház;485.9738944097398;215.0;3;Város;Szarvas;Békés vármegye;827713.9504636538;256000.0;55040000.0;10775502.0;3.215;176964536.0;city;44714157.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID901;2022;7738908.5086622685;11.402029643870376;0.0;Lakóház;1060.2397840800818;127.0;2;Város;Mezőhegyes;Békés vármegye;590567.5781625458;120000.0;15240000.0;6846803.0;2.043;31134585.0;city;37669743.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID902;2022;5784437.1577571565;10083.649198390538;0.0;Lakóház;911.3779504675532;100.0;3;Város;Mezőkovácsháza;Békés vármegye;399533.1835729897;132000.0;13200000.0;5279547.0;1.575;20794135.0;city;20797282.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID903;2022;1046761.5207655828;28.931766045970885;0.0;Lakóház;2822.060393835171;48.0;3;Város;Tótkomlós;Békés vármegye;163935.27092351526;128000.0;6144000.0;1275353.0;0.381;2338040.0;city;9982695.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID904;2022;831480.8823129238;8.3061406222338;0.0;Lakóház;1121.947511100002;47.0;2;Város;Szarvas;Békés vármegye;178474.1795487576;256000.0;12032000.0;1446347.0;0.432;5192549.0;city;13940771.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID905;2022;2282962.7139128163;6.483952680832148;0.0;Lakóház;2464.335218878796;96.0;3;Város;Mezőkovácsháza;Békés vármegye;334763.6236280487;132000.0;12672000.0;2178822.0;0.65;8238291.0;city;19965391.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID906;2022;3214258.431092813;12597.850903185214;0.0;Lakóház;984.2899530105706;46.0;3;Város;Tótkomlós;Békés vármegye;154563.22371716695;128000.0;5888000.0;2548762.0;0.761;4477828.0;city;9566750.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID907;2022;5261252.503065274;33.90677093917249;0.0;Lakóház;1365.623284382467;127.0;3;Város;Újkígyós;Békés vármegye;430228.5975558278;175000.0;22225000.0;4878596.0;1.456;32352432.0;city;26412548.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID908;2022;13402226.124255192;5.620359057736004;0.0;Lakóház;577.0148058910441;188.0;2;Város;Medgyesegyháza;Békés vármegye;855566.8983446968;144000.0;27072000.0;9281328.0;2.769;74972282.0;city;55763083.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID909;2022;6999617.827137852;70.74094793655632;0.0;Lakóház;4505.43551394694;101.0;3;Város;Csorvás;Békés vármegye;428157.7513657576;150000.0;15150000.0;3120330.0;0.931;14105338.0;city;21005255.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID910;2022;7796368.389087465;39.43984048532817;0.0;Lakóház;2164.276908790591;120.0;3;Város;Medgyesegyháza;Békés vármegye;458739.2268751445;144000.0;17280000.0;6269608.0;1.871;32326181.0;city;24956739.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID911;2022;3236052.6712031923;10587.508807484915;0.0;Lakóház;686.1363368475029;43.0;3;Város;Gyomaendrőd;Békés vármegye;127330.49354984336;171000.0;7353000.0;2599874.0;0.776;5704100.0;city;8942831.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID912;2022;3455950.236757064;5.328075659562625;0.0;Lakóház;1364.4576748093757;48.0;3;Város;Szarvas;Békés vármegye;175541.00910927742;256000.0;12288000.0;3310181.0;0.988;12136774.0;city;9982695.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID913;2024;1347096.1063815996;19.492715947256247;0.0;Lakóház;776.3532319523165;43.0;3;Város;Gyomaendrőd;Békés vármegye;146378.62574194925;171000.0;7353000.0;1509382.0;0.45;3311571.0;city;8942831.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID914;2022;2952686.135357991;4.765334384120366;0.0;Lakóház;808.8492324841862;107.0;3;Város;Szeghalom;Békés vármegye;407674.1664661749;222000.0;23754000.0;3267389.0;0.975;23158368.0;city;22253092.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID915;2022;2898449.9303145963;26.148781396356195;0.0;Lakóház;2767.149608419818;75.0;3;Város;Tótkomlós;Békés vármegye;248484.07186761973;128000.0;9600000.0;2684100.0;0.801;7688475.0;city;15597962.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID916;2022;10020846.781018743;21.813201403166044;0.0;Lakóház;840.7795846106212;132.0;3;Város;Szarvas;Békés vármegye;553673.9376199078;256000.0;33792000.0;7589394.0;2.265;76522878.0;city;27452412.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID917;2024;5354883.999737445;26241.38760313391;0.0;Lakóház;2157.2396021934974;78.0;3;Város;Tótkomlós;Békés vármegye;306185.1054608456;128000.0;9984000.0;4750193.0;1.417;14150967.0;city;16221880.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID918;2022;3052377.784314587;8.814611415988274;0.0;Lakóház;712.1237589355227;46.0;3;Város;Gyomaendrőd;Békés vármegye;181496.6380762901;171000.0;7866000.0;2864225.0;0.855;6722508.0;city;9566750.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID919;2022;3748843.815084424;27.73701481748914;0.0;Lakóház;688.8311061483477;121.0;3;Város;Gyomaendrőd;Békés vármegye;407691.6279018725;171000.0;20691000.0;4542892.0;1.356;28046857.0;city;25164711.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID920;2022;6040763.250451327;6.3727670473697495;0.0;Lakóház;895.619454896291;142.0;3;Város;Újkígyós;Békés vármegye;513524.2915036645;175000.0;24850000.0;5663157.0;1.69;41990909.0;city;29532141.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID921;2022;4473733.498826053;11.465895083685794;0.0;Lakóház;2211.060624143249;215.0;3;Város;Gyomaendrőd;Békés vármegye;800411.2306846303;171000.0;36765000.0;5601018.0;1.671;61442916.0;city;44714157.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID922;2022;3494105.204684784;13.437179138341143;0.0;Lakóház;2410.7269878466545;98.0;3;Város;Mezőhegyes;Békés vármegye;354795.1506253628;120000.0;11760000.0;3216843.0;0.96;11287753.0;city;20381336.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID923;2022;2466120.575639437;3.747651357949596;0.0;Lakóház;421.1176582237882;88.0;4;Város;Szeghalom;Békés vármegye;221497.93625883287;222000.0;19536000.0;2493340.0;0.744;14534075.0;city;3174677.0;[3];['Konyhabútor, beépített szekrény', 'Épületautomatika (csengő, kaputelefon']
ID924;2022;1161738.6442287662;9241.916596778086;0.0;Lakóház;615.3797918722956;47.0;3;Város;Újkígyós;Békés vármegye;158761.47763783406;175000.0;8225000.0;1800262.0;0.537;4418165.0;city;9774723.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID925;2022;7160150.093772734;2.9875214816462363;0.0;Lakóház;811.9225811683634;93.0;2;Város;Kondoros;Békés vármegye;362144.6320971376;181000.0;16833000.0;6007395.0;1.792;30172967.0;city;27584930.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID926;2022;3974419.910335895;32.65501869643458;0.0;Lakóház;720.34788184121;63.0;3;Város;Szeghalom;Békés vármegye;219030.69654934123;222000.0;13986000.0;3188607.0;0.951;13306531.0;city;13102288.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID927;2022;0.0;9.325076248896169;0.0;Lakóház;961.6125103584436;46.0;3;Város;Újkígyós;Békés vármegye;150231.8046257525;175000.0;8050000.0;911466.0;0.272;2189308.0;city;9566750.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID928;2022;2869340.4203915866;10.19722810425276;0.0;Lakóház;537.939043724588;104.0;3;Város;Szeghalom;Békés vármegye;313748.6423010344;222000.0;23088000.0;4418045.0;1.318;30435941.0;city;21629173.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID929;2022;2494612.069013554;6.819554253776757;0.0;Lakóház;832.8615681638857;119.0;3;Város;Csorvás;Békés vármegye;370091.37554105895;150000.0;17850000.0;2595745.0;0.775;13825174.0;city;24748766.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID930;2022;2914455.870999124;6.60137436224705;0.0;Lakóház;1417.9193919836744;48.0;4;Város;Gyomaendrőd;Békés vármegye;159166.24768414008;171000.0;8208000.0;2604549.0;0.777;6378817.0;city;1731642.0;[3];['Konyhabútor, beépített szekrény', 'Épületautomatika (csengő, kaputelefon']
